rally,ball_round,time,frame_num,roundscore_a,roundscore_b,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,__match_name,__set_file,is_smash,smash_success,distance_to_birdie
11,2.0,00:36:58,66552.0,1,10,A,3,殺球,1.0,,1.0,9.0,734.0,312.0,2.0,11.0,364.0,574.0,出界,對手出界,B,,8.0,742.0,324.0,8.0,672.0,558.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,True,0,453.19311556995217
14,8.0,00:39:05,70350.0,1,13,A,3,殺球,1.0,,1.0,4.0,774.0,309.0,2.0,11.0,355.0,565.0,出界,對手出界,B,,4.0,759.0,315.0,8.0,630.0,544.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,True,0,475.09577981708065
18,5.0,00:40:09,72295.0,3,15,B,3,殺球,1.0,,1.0,4.0,383.0,624.0,2.0,6.0,832.0,350.0,對手落地致勝,落地致勝,B,,8.0,535.0,613.0,8.0,558.0,345.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,True,1,396.7089613305956
19,6.0,00:40:29,72896.0,3,16,A,3,點扣,1.0,,1.0,4.0,779.0,317.0,2.0,2.0,866.0,430.0,掛網,對手掛網,B,,4.0,753.0,311.0,8.0,708.0,547.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,True,0,164.10362579784763
20,7.0,00:40:56,73687.0,4,16,B,3,殺球,1.0,,1.0,4.0,417.0,619.0,2.0,11.0,861.0,353.0,出界,對手出界,A,,6.0,413.0,618.0,8.0,598.0,357.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,True,0,520.5084053115761
23,4.0,00:42:09,75882.0,5,18,A,3,殺球,,,1.0,,,,2.0,6.0,391.0,591.0,對手落地致勝,落地致勝,A,,9.0,529.0,310.0,8.0,605.0,602.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set2.csv,True,1,313.05750270517393
3,2.0,00:45:59,82772.0,2,1,B,3,殺球,,,1.0,9.0,544.0,322.0,2.0,6.0,426.0,581.0,對手落地致勝,落地致勝,B,,8.0,559.0,330.0,8.0,614.0,545.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,1,284.05985284795173
4,13.0,00:46:27,83616.0,2,2,B,3,殺球,,,1.0,3.0,504.0,320.0,2.0,6.0,387.0,590.0,對手落地致勝,落地致勝,B,,9.0,554.0,317.0,8.0,595.0,557.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,1,320.0281237641467
6,6.0,00:47:30,85511.0,3,3,A,3,殺球,,,1.0,6.0,484.0,563.0,2.0,8.0,618.0,354.0,對手落地致勝,落地致勝,A,,8.0,511.0,583.0,5.0,496.0,333.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,1,252.76471272707352
14,17.0,00:52:36,94682.0,8,6,A,3,殺球,1.0,,1.0,4.0,408.0,622.0,2.0,5.0,443.0,352.0,對手落地致勝,落地致勝,A,,8.0,488.0,600.0,8.0,548.0,333.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,1,252.04959829366916
19,9.0,00:55:39,100175.0,11,8,B,3,殺球,,,1.0,3.0,509.0,313.0,2.0,12.0,334.0,621.0,出界,對手出界,A,,9.0,567.0,316.0,8.0,604.0,543.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,0,383.8150596315887
21,13.0,00:57:45,103961.0,12,9,B,3,殺球,1.0,,1.0,6.0,473.0,614.0,2.0,15.0,428.0,333.0,出界,對手出界,A,,9.0,513.0,625.0,8.0,601.0,340.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,0,304.1200420886463
23,3.0,00:59:03,106318.0,14,9,A,3,殺球,,,1.0,3.0,507.0,312.0,2.0,6.0,365.0,610.0,對手落地致勝,落地致勝,A,,9.0,555.0,311.0,8.0,635.0,540.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,1,354.2612030691478
28,6.0,01:01:35,110865.0,15,13,A,3,殺球,,,1.0,3.0,524.0,311.0,2.0,7.0,741.0,425.0,掛網,對手掛網,B,,9.0,563.0,316.0,8.0,656.0,533.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,0,208.72230355187247
29,17.0,01:02:13,112011.0,15,14,B,3,殺球,,,1.0,3.0,839.0,623.0,2.0,6.0,765.0,363.0,對手落地致勝,落地致勝,B,,3.0,830.0,625.0,8.0,636.0,344.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,1,269.9425864883124
30,8.0,01:02:51,113142.0,16,14,A,3,殺球,,,1.0,9.0,531.0,318.0,2.0,6.0,371.0,595.0,對手落地致勝,落地致勝,A,,9.0,580.0,316.0,8.0,680.0,547.0,0,Anders_Antonsen_Viktor_Axelsen_HSBC_BWF_WORLD_TOUR_FINALS_2020_Finals,set3.csv,True,1,348.6000573723418
2,14.0,00:16:25,24645.0,2,0,B,3,點扣,1.0,,1.0,4.0,778.0,265.0,2.0,15.0,343.0,576.0,出界,對手出界,A,,8.0,712.0,289.0,8.0,686.0,547.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,0,467.4719242906466
8,5.0,00:19:28,29208.0,5,3,A,3,點扣,,,1.0,9.0,760.0,635.0,2.0,7.0,697.0,416.0,掛網,對手掛網,B,,9.0,701.0,644.0,8.0,607.0,315.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,0,228.0350850198276
13,7.0,00:22:45,34146.0,7,6,B,3,殺球,,,1.0,8.0,633.0,283.0,2.0,5.0,454.0,550.0,對手落地致勝,落地致勝,B,,8.0,633.0,298.0,8.0,672.0,577.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,1,309.1035425225664
16,10.0,00:25:07,37692.0,7,9,A,3,點扣,1.0,,1.0,3.0,405.0,622.0,2.0,11.0,830.0,310.0,出界,對手出界,B,,8.0,543.0,602.0,8.0,592.0,313.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,0,409.4300917128588
22,24.0,00:28:51,43294.0,10,12,A,3,殺球,1.0,,1.0,8.0,522.0,542.0,2.0,3.0,481.0,272.0,對手落地致勝,落地致勝,A,,8.0,609.0,550.0,8.0,600.0,306.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,1,306.0522831151566
28,2.0,00:33:05,49645.0,13,15,A,3,殺球,1.0,,1.0,8.0,493.0,584.0,2.0,5.0,494.0,290.0,對手落地致勝,落地致勝,A,,8.0,529.0,569.0,8.0,600.0,306.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,1,281.18677067031444
32,2.0,00:36:54,55367.0,16,16,A,3,殺球,,,1.0,6.0,847.0,594.0,2.0,6.0,810.0,276.0,對手落地致勝,落地致勝,A,,9.0,776.0,615.0,8.0,641.0,307.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,1,340.7007484582328
34,2.0,00:37:50,56760.0,17,17,A,3,殺球,1.0,,1.0,8.0,516.0,583.0,2.0,5.0,470.0,280.0,對手落地致勝,落地致勝,A,,8.0,566.0,566.0,8.0,594.0,307.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set1.csv,True,1,301.6819517306264
1,4.0,00:44:18,66458.0,1,0,A,3,殺球,1.0,,1.0,8.0,567.0,282.0,2.0,4.0,884.0,620.0,對手落地致勝,落地致勝,A,,8.0,554.0,278.0,8.0,670.0,559.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,1,475.2515123595084
6,4.0,00:47:10,70773.0,4,2,A,3,點扣,1.0,,1.0,4.0,760.0,263.0,2.0,11.0,908.0,548.0,出界,對手出界,B,,9.0,702.0,271.0,8.0,694.0,514.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,0,345.2028389222777
7,4.0,00:47:31,71297.0,5,2,A,3,殺球,,,1.0,3.0,487.0,261.0,2.0,6.0,851.0,511.0,對手落地致勝,落地致勝,A,,3.0,532.0,271.0,8.0,710.0,571.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,1,399.20045090154895
14,17.0,00:52:08,78221.0,9,5,B,3,殺球,1.0,,1.0,8.0,688.0,565.0,2.0,15.0,448.0,292.0,出界,對手出界,A,,8.0,696.0,572.0,8.0,672.0,301.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,0,374.0374312819507
16,10.0,00:54:08,81214.0,10,6,B,3,點扣,1.0,,1.0,5.0,451.0,597.0,2.0,6.0,812.0,315.0,對手落地致勝,落地致勝,B,,8.0,505.0,584.0,8.0,589.0,301.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,1,408.1788823542933
21,4.0,00:57:43,86594.0,13,8,B,3,殺球,,,1.0,8.0,776.0,562.0,2.0,12.0,816.0,269.0,出界,對手出界,A,,8.0,684.0,579.0,8.0,619.0,319.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,0,336.93322780634145
27,17.0,01:01:42,92558.0,16,11,A,3,點扣,,,1.0,8.0,568.0,285.0,2.0,5.0,385.0,602.0,對手落地致勝,落地致勝,A,,8.0,604.0,290.0,8.0,733.0,504.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,1,381.1889295349486
31,16.0,01:04:07,96193.0,17,14,A,3,殺球,,,1.0,8.0,538.0,275.0,2.0,6.0,807.0,569.0,對手落地致勝,落地致勝,A,,9.0,569.0,272.0,8.0,662.0,541.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,1,380.5955858913763
35,8.0,01:07:17,100934.0,20,15,B,3,點扣,,,1.0,9.0,761.0,627.0,2.0,15.0,430.0,318.0,出界,對手出界,A,,9.0,717.0,613.0,8.0,619.0,307.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,0,411.57502353762914
36,17.0,01:08:11,102293.0,21,15,A,3,點扣,,,1.0,8.0,614.0,290.0,2.0,6.0,861.0,560.0,對手落地致勝,落地致勝,A,,8.0,600.0,303.0,8.0,577.0,582.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set2.csv,True,1,366.29223305988893
2,4.0,01:11:32,107312.0,1,1,B,3,殺球,,,1.0,9.0,589.0,266.0,2.0,5.0,378.0,566.0,對手落地致勝,落地致勝,B,,8.0,637.0,276.0,8.0,675.0,518.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,True,1,388.8200097731597
6,10.0,01:14:00,111017.0,4,2,A,3,殺球,1.0,,1.0,5.0,495.0,507.0,2.0,8.0,593.0,292.0,對手落地致勝,落地致勝,A,,8.0,551.0,506.0,8.0,555.0,310.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,True,1,218.08255317654368
16,30.0,01:20:55,121396.0,11,5,B,3,點扣,1.0,,1.0,5.0,403.0,567.0,2.0,5.0,470.0,294.0,對手落地致勝,落地致勝,B,,5.0,441.0,575.0,8.0,606.0,295.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,True,1,282.49247777595775
22,4.0,01:24:19,126479.0,16,6,B,3,點扣,1.0,,1.0,9.0,517.0,615.0,2.0,1.0,469.0,412.0,掛網,對手掛網,A,,8.0,572.0,600.0,8.0,625.0,285.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,True,0,214.36650857818253
27,8.0,01:26:15,129381.0,19,8,A,3,點扣,,,1.0,8.0,539.0,308.0,2.0,6.0,825.0,585.0,對手落地致勝,落地致勝,A,,8.0,575.0,297.0,8.0,600.0,574.0,0,Anthony_Sinisuka_GINTING_Anders_ANTONSEN_Indonesia_Masters_2020_Final,set3.csv,True,1,381.3712102401019
2,5.0,00:09:49,14738.0,1,1,A,3,點扣,1.0,,1.0,3.0,369.0,649.0,2.0,15.0,433.0,290.0,出界,對手出界,B,,9.0,495.0,612.0,8.0,598.0,293.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set1.csv,True,0,327.91462303471616
19,7.0,00:18:17,27433.0,8,11,B,3,殺球,,,1.0,8.0,562.0,272.0,2.0,6.0,818.0,565.0,對手落地致勝,落地致勝,B,,9.0,579.0,268.0,8.0,616.0,554.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set1.csv,True,1,381.22172026263144
32,12.0,00:26:29,39738.0,16,16,B,3,殺球,,,1.0,5.0,483.0,303.0,2.0,1.0,460.0,393.0,掛網,對手掛網,A,,5.0,527.0,304.0,8.0,547.0,489.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set1.csv,True,0,111.40017953306898
38,9.0,00:30:06,45171.0,19,19,A,3,殺球,,,1.0,9.0,529.0,616.0,2.0,14.0,447.0,266.0,出界,對手出界,B,,8.0,553.0,597.0,8.0,578.0,305.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set1.csv,True,0,347.55862814782773
42,4.0,00:32:23,48577.0,22,20,B,3,殺球,,,1.0,3.0,513.0,261.0,2.0,11.0,913.0,550.0,出界,對手出界,A,,3.0,530.0,256.0,8.0,657.0,527.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set1.csv,True,0,482.83019789569914
6,4.0,00:37:05,55646.0,3,3,A,3,殺球,,,1.0,3.0,540.0,261.0,2.0,6.0,878.0,525.0,對手落地致勝,落地致勝,A,,9.0,542.0,262.0,8.0,671.0,536.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set2.csv,True,1,426.69075452838206
12,5.0,00:40:17,60431.0,5,7,B,3,殺球,,,1.0,8.0,491.0,577.0,2.0,8.0,556.0,286.0,對手落地致勝,落地致勝,B,,8.0,492.0,570.0,8.0,576.0,309.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set2.csv,True,1,291.1219675668602
13,4.0,00:40:37,60943.0,6,7,A,3,殺球,,,1.0,6.0,756.0,277.0,2.0,4.0,881.0,637.0,對手落地致勝,落地致勝,A,,9.0,728.0,270.0,8.0,522.0,497.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set2.csv,True,1,397.6153920561929
17,24.0,00:42:58,64471.0,9,8,A,3,殺球,,,1.0,9.0,705.0,269.0,2.0,6.0,895.0,596.0,對手落地致勝,落地致勝,A,,8.0,685.0,272.0,8.0,629.0,521.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set2.csv,True,1,386.10361303670805
18,4.0,00:43:58,65950.0,10,8,B,3,殺球,,,1.0,8.0,733.0,492.0,2.0,7.0,753.0,396.0,掛網,對手掛網,A,,8.0,664.0,513.0,8.0,627.0,301.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set2.csv,True,0,147.00340132119393
25,4.0,00:48:15,72396.0,15,10,B,3,殺球,,,1.0,9.0,483.0,627.0,2.0,6.0,810.0,303.0,對手落地致勝,落地致勝,B,,9.0,534.0,622.0,8.0,601.0,306.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set2.csv,True,1,421.82579342662297
31,9.0,00:52:06,78160.0,20,11,A,3,殺球,,,1.0,9.0,723.0,258.0,2.0,6.0,897.0,559.0,對手落地致勝,落地致勝,A,,9.0,714.0,260.0,8.0,736.0,533.0,0,Anthony_Sinisuka_GINTING_Viktor_AXELSEN _Indonesia_Masters_2020_SemiFinals,set2.csv,True,1,350.5567001213926
3,3.0,00:07:15,13061.0,2,1,B,3,點扣,,,1.0,8.0,789.0,602.0,2.0,7.0,642.0,461.0,未過網,對手未過網,A,,8.0,766.0,605.0,8.0,627.0,359.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,190.03157632351525
5,16.0,00:08:05,14551.0,4,1,B,3,點扣,,,1.0,8.0,750.0,585.0,2.0,14.0,408.0,322.0,出界,對手出界,A,,8.0,702.0,604.0,8.0,669.0,372.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,407.3818847224309
8,4.0,00:09:25,16953.0,5,3,B,3,殺球,1.0,,1.0,6.0,449.0,596.0,2.0,6.0,835.0,352.0,對手落地致勝,落地致勝,B,,9.0,514.0,621.0,8.0,632.0,352.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,418.810219550574
12,6.0,00:10:53,19606.0,7,5,A,3,殺球,,,1.0,9.0,550.0,313.0,2.0,11.0,331.0,614.0,出界,對手出界,B,,9.0,623.0,322.0,8.0,655.0,563.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,412.95036021294374
21,7.0,00:15:16,27491.0,15,6,A,3,殺球,,,1.0,8.0,525.0,382.0,2.0,8.0,645.0,579.0,對手落地致勝,落地致勝,A,,8.0,528.0,372.0,8.0,668.0,560.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,237.77720664521232
24,8.0,00:16:27,29614.0,17,7,B,3,殺球,1.0,,1.0,6.0,430.0,611.0,2.0,11.0,868.0,350.0,出界,對手出界,A,,8.0,508.0,613.0,8.0,614.0,356.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,445.83517133577516
26,6.0,00:17:05,30771.0,17,9,A,3,殺球,1.0,,1.0,4.0,765.0,319.0,2.0,11.0,355.0,564.0,出界,對手出界,B,,4.0,773.0,319.0,8.0,642.0,548.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,484.509029843614
27,3.0,00:17:20,31217.0,17,10,B,3,點扣,1.0,,1.0,6.0,479.0,602.0,2.0,6.0,813.0,342.0,對手落地致勝,落地致勝,B,,8.0,576.0,598.0,8.0,588.0,350.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,1,348.8624370722649
29,4.0,00:17:57,32339.0,19,10,B,3,殺球,1.0,,1.0,9.0,493.0,632.0,2.0,11.0,872.0,362.0,出界,對手出界,A,,9.0,511.0,639.0,8.0,628.0,354.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set1.csv,True,0,455.02747169813824
2,6.0,00:22:27,40423.0,2,0,B,3,殺球,1.0,,1.0,4.0,794.0,316.0,2.0,15.0,952.0,600.0,出界,對手出界,A,,4.0,786.0,317.0,8.0,678.0,534.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,328.09297462761987
3,3.0,00:22:50,41101.0,2,1,A,3,殺球,,,1.0,3.0,832.0,618.0,2.0,2.0,821.0,442.0,掛網,對手掛網,B,,9.0,706.0,616.0,8.0,660.0,364.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,208.568933448872
7,3.0,00:24:25,43950.0,3,4,A,3,點扣,,,1.0,5.0,821.0,591.0,2.0,12.0,835.0,322.0,出界,對手出界,B,,8.0,732.0,591.0,8.0,673.0,369.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,288.0451353520833
9,12.0,00:25:05,45163.0,4,5,B,3,殺球,1.0,,1.0,9.0,731.0,320.0,2.0,5.0,798.0,554.0,對手落地致勝,落地致勝,B,,8.0,691.0,335.0,8.0,702.0,561.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,243.74166652421167
10,7.0,00:25:32,45987.0,4,6,B,3,點扣,1.0,,1.0,4.0,755.0,323.0,2.0,5.0,862.0,586.0,對手落地致勝,落地致勝,B,,8.0,665.0,339.0,8.0,636.0,577.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,315.93986769637036
13,8.0,00:26:57,48535.0,5,8,A,3,點扣,,,1.0,3.0,841.0,625.0,2.0,7.0,567.0,455.0,未過網,對手未過網,B,,9.0,794.0,622.0,8.0,635.0,370.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,281.8119940669666
18,10.0,00:29:13,52591.0,8,10,B,3,殺球,1.0,,1.0,9.0,738.0,314.0,2.0,5.0,826.0,581.0,對手落地致勝,落地致勝,B,,9.0,732.0,317.0,8.0,648.0,589.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,280.2356151526783
19,4.0,00:29:40,53419.0,8,11,A,3,殺球,1.0,,1.0,9.0,505.0,616.0,2.0,15.0,404.0,328.0,出界,對手出界,B,,8.0,521.0,612.0,8.0,619.0,367.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,307.15631199765375
20,5.0,00:30:58,55745.0,8,12,B,3,殺球,,,1.0,9.0,545.0,323.0,2.0,5.0,820.0,571.0,對手落地致勝,落地致勝,B,,9.0,566.0,321.0,8.0,589.0,578.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,356.39304145844375
25,28.0,00:34:07,61429.0,10,15,A,3,點扣,1.0,,1.0,6.0,391.0,580.0,2.0,6.0,826.0,348.0,對手落地致勝,落地致勝,A,,6.0,465.0,575.0,8.0,562.0,365.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,426.4387412044079
26,7.0,00:34:42,62487.0,11,15,A,3,點扣,,,1.0,5.0,850.0,587.0,2.0,5.0,459.0,378.0,對手落地致勝,落地致勝,A,,8.0,788.0,572.0,8.0,690.0,353.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,1,381.93847672105517
34,9.0,00:38:21,69053.0,15,19,B,3,殺球,1.0,,1.0,4.0,777.0,321.0,2.0,1.0,817.0,448.0,掛網,對手掛網,A,,4.0,751.0,323.0,8.0,682.0,547.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set2.csv,True,0,141.35416513141735
1,4.0,00:41:11,74157.0,0,1,A,3,殺球,1.0,,1.0,9.0,734.0,323.0,2.0,14.0,1005.0,631.0,出界,對手出界,B,,6.0,757.0,333.0,8.0,668.0,556.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,0,387.6957570054127
4,8.0,00:42:24,76322.0,1,3,B,3,殺球,1.0,,1.0,4.0,408.0,618.0,2.0,6.0,813.0,349.0,對手落地致勝,落地致勝,B,,6.0,470.0,604.0,8.0,674.0,339.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,427.4037903435111
5,5.0,00:42:45,76954.0,1,4,B,3,點扣,,,1.0,5.0,854.0,593.0,2.0,5.0,505.0,368.0,對手落地致勝,落地致勝,B,,8.0,739.0,572.0,9.0,698.0,318.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,310.4383996866367
8,8.0,00:43:57,79113.0,3,5,B,3,殺球,1.0,,1.0,7.0,596.0,500.0,2.0,6.0,766.0,340.0,對手落地致勝,落地致勝,B,,8.0,608.0,508.0,8.0,665.0,333.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,230.62523712724936
9,7.0,00:44:25,79958.0,3,6,B,3,點扣,1.0,,1.0,8.0,498.0,570.0,2.0,5.0,478.0,335.0,對手落地致勝,落地致勝,B,,8.0,647.0,558.0,8.0,649.0,369.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,279.8035024798653
11,6.0,00:45:18,81559.0,4,7,B,3,點扣,1.0,,1.0,6.0,460.0,598.0,2.0,6.0,809.0,358.0,對手落地致勝,落地致勝,B,,8.0,556.0,570.0,8.0,595.0,357.0,0,Anthony_Sinisuka_Ginting_Lee_Zii_Jia_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals,set3.csv,True,1,330.0802932621092
